url,subject,description,owner_id,owner_name,reviewer_id,reviewer_name,combined_text,processed_text,cluster
https://review.opendev.org/136203,Add OSSN-0040 security groups don't work with vip and ovs plugin,Add OSSN-0040 security groups don't work with vip and ovs plugin Closes-Bug: #1163569 Change-Id: I4f554241fd2e18ce29a6a93ed495c8afe539e363,9278,Steven Weston,"[3, 105, 964, 2807, 6772, 6804, 6951, 7063, 7244, 9098, 9278, 10980, 11302, 11716, 12325]","['Jenkins', 'Kyle Mestery', 'Anne Gentle', 'Bryan D. Payne', 'Stephen Gordon', 'bruce-benjamin', 'Brandon Logan', 'Robert Clark', 'Victor Howard', 'Nathan Kinder', 'Steven Weston', 'Doug Wiegley', 'Phillip Toohill', 'Tim Kelsey', 'Nathaniel Dillon']",Add OSSN-0040 security groups don't work with vip and ovs plugin Add OSSN-0040 security groups don't work with vip and ovs plugin Closes-Bug: #1163569 Change-Id: I4f554241fd2e18ce29a6a93ed495c8afe539e363,add security group work vip ovs plugin add security group work vip ovs plugin close bug change id,1
https://review.opendev.org/228596,Add security groups dscp spec,"Add security groups dscp spec This adds the spec ""Add a 'dscp' field to security group rules to screen ingress traffic by dscp tag as well as IP address"" to the Mitaka specs directory, to start community discussion. Closes-bug #1498957 Change-Id: I2aa341fd7ba860c62fa16f00ffac3d4e8df4562d",13995,Nate Johnston,"[3, 7244, 11682, 13995, 14033, 17211, 17711]","['Jenkins', 'Victor Howard', 'Ryan Moats', 'Nate Johnston', 'James Reeves', 'Brandon Palm', 'Margaret Frances']","Add security groups dscp spec Add security groups dscp spec This adds the spec ""Add a 'dscp' field to security group rules to screen ingress traffic by dscp tag as well as IP address"" to the Mitaka specs directory, to start community discussion. Closes-bug #1498957 Change-Id: I2aa341fd7ba860c62fa16f00ffac3d4e8df4562d",add security group dscp spec add security group dscp spec add spec add dscp field security group rule screen ingress traffic dscp tag ip address mitaka spec directory start community discussion close bug change id,1
https://review.opendev.org/89712,Open vSwitch-based Security Groups: OVS FirewallDriver,Open vSwitch-based Security Groups: OVS FirewallDriver Specification for implementing Open vSwitch-based security groups. Change-Id: I6862d21e6fe967036a301e061f3d56a8ee4ed2a5,6670,Amir Sadoughi,"[3, 105, 261, 333, 2031, 2592, 3185, 4149, 4656, 6670, 6854, 7170, 7787, 7823, 10257, 11604, 11785]","['Jenkins', 'Kyle Mestery', 'Salvatore Orlando', 'Isaku Yamahata', 'Nachi Ueno', 'Mark McClain', 'Alessandro Pilotti', 'Itsuro Oda', 'Sean M. Collins', 'Amir Sadoughi', 'YAMAMOTO Takashi', 'Zang MingJie', 'Kevin Benton', 'Xiang Hui', 'Sridhar Gaddam', 'sean mooney', 'henry.hly']",Open vSwitch-based Security Groups: OVS FirewallDriver Open vSwitch-based Security Groups: OVS FirewallDriver Specification for implementing Open vSwitch-based security groups. Change-Id: I6862d21e6fe967036a301e061f3d56a8ee4ed2a5,open vswitch base security group ovs firewalldriver open vswitch base security group ovs firewalldriver specification implement open vswitch base security group change id,1
https://review.opendev.org/136742,Add security groups for nova.,Add security groups for nova. As current implementation of puppet-nova can't realize nova security groups: 1. Nova security group type and provider implemented 2. Nova security rule type and provider implemented Also new openstack::nova::security class added that implements base functionality of security groups in Fuel. Change-Id: I58372ccfc0e5859b6512ebf785b3df45756dc2d1 Closes-Bug: 1349819,11827,Stanislaw Bogatkin,"[3, 6926, 8786, 8971, 9037, 9387, 11827, 13344, 14774]","['Jenkins', 'Bogdan Dobrelya', 'Vladimir Kuklin', 'Fuel CI', 'Dmitry Ilyin', 'Aleksandr Didenko', 'Stanislaw Bogatkin', 'Oleksiy Molchanov', 'Fuel TPI CI']",Add security groups for nova. Add security groups for nova. As current implementation of puppet-nova can't realize nova security groups: 1. Nova security group type and provider implemented 2. Nova security rule type and provider implemented Also new openstack::nova::security class added that implements base functionality of security groups in Fuel. Change-Id: I58372ccfc0e5859b6512ebf785b3df45756dc2d1 Closes-Bug: 1349819,add security group nova add security group nova current implementation puppet nova realize nova security group nova security group type provider implement nova security rule type provider implement new class add implement base functionality security group fuel change id close bug,1
https://review.opendev.org/209900,Add security to libvirtd,Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,13344,Oleksiy Molchanov,"[3, 6926, 8971]","['Jenkins', 'Bogdan Dobrelya', 'Fuel CI']",Add security to libvirtd Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,add security libvirtd add security libvirtd allow libvirt access management network change id close bug,0
https://review.opendev.org/209901,Add security to libvirtd,Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,13344,Oleksiy Molchanov,"[3, 6926, 8971]","['Jenkins', 'Bogdan Dobrelya', 'Fuel CI']",Add security to libvirtd Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,add security libvirtd add security libvirtd allow libvirt access management network change id close bug,0
https://review.opendev.org/209903,Add security to libvirtd,Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,13344,Oleksiy Molchanov,"[3, 6926, 8971]","['Jenkins', 'Bogdan Dobrelya', 'Fuel CI']",Add security to libvirtd Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,add security libvirtd add security libvirtd allow libvirt access management network change id close bug,0
https://review.opendev.org/189171,Use fanout RPC message to nofity the security group's change,"Use fanout RPC message to nofity the security group's change when a security group members or rules change, if it just notify the l2 agents with 'security_groups_member_updated' or 'security_groups_rule_updated', the all related l2 agents need to get the security group details through RPC from neutron-server, when the number of l2 agents is large, the load of neutron-server is heavy. this patch use fanout RPC message with the changed sg details to notify the l2 agents, then l2 agents which has the related devices update the sg information in their memory, they do not need to get the sg details through RPC. Change-Id: I3eca91afe58389c447fa9c1c59e15f0e21e89111",8976,shihanzhang,"[3, 105, 1561, 4395, 5170, 5948, 7787, 8344, 8788, 8976, 9008, 9681, 9682, 9732, 9751, 9787, 9845, 10121, 10153, 10184, 10386, 10387, 10692, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 15296, 15309, 15444, 15752, 15894, 16707]","['Jenkins', 'Kyle Mestery', 'Russell Bryant', 'Aaron Rosen', 'Microsoft Hyper-V CI', 'Oleg Bondarev', 'Kevin Benton', 'fumihiko kakuma', 'Miguel Angel Ajo', 'shihanzhang', 'VMware NSX CI', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'OpenDaylight CI', 'Freescale CI', 'Brocade Vyatta CI', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'Brocade Openstack CI', 'zhaobo', 'Cisco FWaaS CI', 'Intel SR-IOV CI', 'Pluribus Networks CI', 'Mohankumar']","Use fanout RPC message to nofity the security group's change Use fanout RPC message to nofity the security group's change when a security group members or rules change, if it just notify the l2 agents with 'security_groups_member_updated' or 'security_groups_rule_updated', the all related l2 agents need to get the security group details through RPC from neutron-server, when the number of l2 agents is large, the load of neutron-server is heavy. this patch use fanout RPC message with the changed sg details to notify the l2 agents, then l2 agents which has the related devices update the sg information in their memory, they do not need to get the sg details through RPC. Change-Id: I3eca91afe58389c447fa9c1c59e15f0e21e89111",use fanout rpc message nofity security group change use fanout rpc message nofity security group change security group member rule change notify agent related agent need security group detail rpc neutron server number agent large load neutron server heavy patch use fanout rpc message change sg detail notify agent agent related device update sg information memory need sg detail rpc change id,1
https://review.opendev.org/212279,Use security group id for neutron launch instance,"Use security group id for launch instance When there are two security groups with the same name, it would not be possible to launch instance with security group name. Change-Id: I65c39eb728916010f0057440d856cd00f59763d9 Closes-bug: #1483091",4428,Liyingjun,"[3, 841, 4428, 14151, 16769]","['Jenkins', 'Akihiro Motoki', 'Liyingjun', 'ziyu032', 'Lucas Palm']","Use security group id for neutron launch instance Use security group id for launch instance When there are two security groups with the same name, it would not be possible to launch instance with security group name. Change-Id: I65c39eb728916010f0057440d856cd00f59763d9 Closes-bug: #1483091",use security group d neutron launch instance use security group d launch instance security group possible launch instance security group change id close bug,1
https://review.opendev.org/218525,Wrong Link to External Site Integrity life-cycle in Security Guide,Wrong Link to External Site Integrity life-cycle in Security Guide A link to dm-verity under the section Node Hardening of Integrity life-cycle is incorrect. The current link points to a a Google Code page. The dm-verity project is now part of the Cryptsetup utility and has been moved to project Gitlab wiki. This bug fix updates the dm-verity link the Integrity life-cycle to point to the wiki page in Gitlab for the Cryptsetup utility. Change-Id: Ib4eec8bb73a9607ac632f35c839a47e4dcd5d4ff Closes-Bug: #1490049,14606,Jeffrey Olsen,[],[],Wrong Link to External Site Integrity life-cycle in Security Guide Wrong Link to External Site Integrity life-cycle in Security Guide A link to dm-verity under the section Node Hardening of Integrity life-cycle is incorrect. The current link points to a a Google Code page. The dm-verity project is now part of the Cryptsetup utility and has been moved to project Gitlab wiki. This bug fix updates the dm-verity link the Integrity life-cycle to point to the wiki page in Gitlab for the Cryptsetup utility. Change-Id: Ib4eec8bb73a9607ac632f35c839a47e4dcd5d4ff Closes-Bug: #1490049,wrong link external site integrity life cycle security guide wrong link external site integrity life cycle security guide link dm verity section node hardening integrity life cycle incorrect current link point google code page dm verity project cryptsetup utility move project gitlab wiki bug fix update dm verity link integrity life cycle point wiki page gitlab cryptsetup utility change id close bug,0
https://review.opendev.org/203173,Add VRRP protocol to security group API,Add VRRP protocol to security group API Change-Id: I79381b5fcd506a6f7b6cba7d7b3c2f0038e86c0d Closes-bug: #1475717,10850,German Eichberger,"[3, 105, 4656, 5170, 8124, 8976, 9681, 9732, 9751, 9911, 10153, 10184, 10257, 10386, 10387, 10692, 10850, 14208, 14212, 14323, 15296, 17096]","['Jenkins', 'Kyle Mestery', 'Sean M. Collins', 'Microsoft Hyper-V CI', 'cbrandily', 'shihanzhang', 'Ryu CI', 'Mellanox CI', 'IBM DB2 CI', 'Wei Wang', 'One Convergence CI', 'Nuage CI', 'Sridhar Gaddam', 'OpenDaylight CI', 'Freescale CI', 'Brocade Vyatta CI', 'German Eichberger', 'Cisco CI', 'Cisco Tail-f CI', 'HP Networking CI', 'Brocade Openstack CI', 'Aditi Rajagopal']",Add VRRP protocol to security group API Add VRRP protocol to security group API Change-Id: I79381b5fcd506a6f7b6cba7d7b3c2f0038e86c0d Closes-bug: #1475717,add vrrp protocol security group api add vrrp protocol security group api change id close bug,1
https://review.opendev.org/169611,Add security testing for transport layer check,Add security testing for transport layer check The test cases check all resources related URLS in service creation response / service listing response/ service GET response are using HTTPS for transport security. Both reponse boy and all HTTP headers are checked. The test cases fail if HTTP is used. Change-Id: I4da455b52124d8fa247de5b7931fc5f48f879512 Implements: blueprint security-testing,15259,Michael Xin,"[3, 7498]","['Jenkins', 'Malini Kamalambal']",Add security testing for transport layer check Add security testing for transport layer check The test cases check all resources related URLS in service creation response / service listing response/ service GET response are using HTTPS for transport security. Both reponse boy and all HTTP headers are checked. The test cases fail if HTTP is used. Change-Id: I4da455b52124d8fa247de5b7931fc5f48f879512 Implements: blueprint security-testing,add security testing transport layer check add security testing transport layer check test case check resource relate url service creation response service list service response https transport security reponse boy http header check test case fail http change id implement blueprint security testing,0
https://review.opendev.org/183909,Fix API misimplementation for security groups,"Fix API misimplementation for security groups According to the Compute API reference [1], the 'description' parameter is optional when creating a security group. But the current implementation returns a HTTP 400 when this parameter is not specified. This patch modifies the validation check, so that omitting 'description' or passing an empty string is OK. [1]: http://developer.openstack.org/api-ref-compute-v2-ext.html#createSecGroup Change-Id: I404dd30c7dac4b8a9e01cf2ea62fa404fdcce3de Closes-Bug: #1434172",12561,Adrien Verg�,"[3, 970, 1653, 4690, 5170, 5754, 5803, 6167, 6482, 7872, 8556, 8768, 9008, 9578, 10118, 10385, 12561, 15286, 15751, 15888]","['Jenkins', 'Dean Troyer', 'garyk', 'melanie witt', 'Microsoft Hyper-V CI', 'Alex Xu', 'Attila Fazekas', ""Ken'ichi Ohmichi"", 'Steve Martinelli', 'Marc Koderer', 'Ghanshyam', 'Chris Friesen', 'VMware NSX CI', 'DB Datasets CI', 'IBM PowerKVM CI', 'Citrix XenServer CI', 'Adrien Verg�', 'XenProject CI', 'Intel PCI CI', 'Zhenyu Zheng']","Fix API misimplementation for security groups Fix API misimplementation for security groups According to the Compute API reference [1], the 'description' parameter is optional when creating a security group. But the current implementation returns a HTTP 400 when this parameter is not specified. This patch modifies the validation check, so that omitting 'description' or passing an empty string is OK. [1]: http://developer.openstack.org/api-ref-compute-v2-ext.html#createSecGroup Change-Id: I404dd30c7dac4b8a9e01cf2ea62fa404fdcce3de Closes-Bug: #1434172",fix api misimplementation security group fix api misimplementation security group accord compute api reference description parameter optional create security group current implementation return http parameter specify patch modify validation check omit description pass string ok change id close bug,1
https://review.opendev.org/211282,"If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code.","If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code. Change-Id: Ib1e972ecb9a28f4d5c7944b5a871ec165039eeb5 Closes-Bug: 1483292",17218,Matt Dorn,"[3, 6843]","['Jenkins', 'Phil Hopkins']","If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code. If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code. Change-Id: Ib1e972ecb9a28f4d5c7944b5a871ec165039eeb5 Closes-Bug: 1483292",neutron security group rule protocol icmp value icmp code neutron security group rule protocol icmp value icmp code change id close bug,4
https://review.opendev.org/169450,Add security testing for authorization and update client,Add security testing for authorization and update client These test cases cover authorization checks for service functions. They check whether it is possible to create/patch/list/delete services without valid tokens or no token at all. It also check whether it is possible to create/patch/list/delete services of one user using another user's valid token. The supposed repsonses should be 401 errors. The client's code is updated to include requestslib_kwargs=None for functions that do not implement requestslib. It is possible to modify paylaods and headers with this addtion. Change-Id: I01ef2b2fd22b2a21d84ed39bfbfee73e5fdc8b93 Implements: blueprint authentication,15259,Michael Xin,"[3, 7498, 14177]","['Jenkins', 'Malini Kamalambal', 'Christopher Powell']",Add security testing for authorization and update client Add security testing for authorization and update client These test cases cover authorization checks for service functions. They check whether it is possible to create/patch/list/delete services without valid tokens or no token at all. It also check whether it is possible to create/patch/list/delete services of one user using another user's valid token. The supposed repsonses should be 401 errors. The client's code is updated to include requestslib_kwargs=None for functions that do not implement requestslib. It is possible to modify paylaods and headers with this addtion. Change-Id: I01ef2b2fd22b2a21d84ed39bfbfee73e5fdc8b93 Implements: blueprint authentication,add security testing authorization update client add security testing authorization update client test case cover authorization check service function check possible create patch list delete service valid token token check possible create patch list delete service user user valid token suppose repsonse error client code update include function implement requestslib possible modify paylaod header addtion change id implement blueprint authentication,0
https://review.opendev.org/164257,Adds security tests to automate checking of common vulnerabilities,Adds security tests to automate checking of common vulnerabilities This is an initial set of security tests for the poppy CDN component Change-Id: Iada937545634d2c8d4ae30c1b7798135cd4bb996,14099,Henry Yamauchi,"[3, 10068]","['Jenkins', 'Welcome, new contributor!']",Adds security tests to automate checking of common vulnerabilities Adds security tests to automate checking of common vulnerabilities This is an initial set of security tests for the poppy CDN component Change-Id: Iada937545634d2c8d4ae30c1b7798135cd4bb996,add security test automate checking common vulnerability add security test automate checking common vulnerability initial set security test poppy cdn component change id,0
https://review.opendev.org/180327,Remove namespace argument from security group initialization,"Remove namespace argument from security group initialization Neutron security groups (iptables, ipsets) are always configured in the ""root"" namespace on compute nodes, so the namespace argument is not required and never used. Remove it from the firewall code and related call sites. Noticed while doing other ipset work. Change-Id: I4996e2e79da0ec9bbe7980acea60bf5ce3c825ae",1131,Brian Haley,"[3, 1131, 5170, 6524, 6659, 7448, 7787, 8645, 8788, 9656, 9681, 9682, 9732, 9751, 9787, 9845, 10116, 10117, 10121, 10153, 10184, 10387, 10692, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 15752]","['Jenkins', 'Brian Haley', 'Microsoft Hyper-V CI', 'Henry Gessau', 'Paul Michali', 'Carl Baldwin', 'Kevin Benton', 'Trinath Somanchi', 'Miguel Angel Ajo', 'Ihar Hrachyshka', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'NEC CI', 'PLUMgrid CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'Freescale CI', 'Brocade Vyatta CI', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'Intel SR-IOV CI']","Remove namespace argument from security group initialization Remove namespace argument from security group initialization Neutron security groups (iptables, ipsets) are always configured in the ""root"" namespace on compute nodes, so the namespace argument is not required and never used. Remove it from the firewall code and related call sites. Noticed while doing other ipset work. Change-Id: I4996e2e79da0ec9bbe7980acea60bf5ce3c825ae",remove namespace argument security group initialization remove namespace argument security group initialization neutron security group iptable ipset configure root namespace compute nodes namespace argument require remove firewall code relate site notice ipset work change id,1
https://review.opendev.org/201223,networking-tricircle core plugin and security group,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: Ic63e7a3d0a1b171d43aff535b65c949e9e51ff4f,2023,Saggi Mizrahi,"[3, 6598, 11819, 12076, 13070, 13629, 16911]","['Jenkins', 'Berezovsky Irena', 'Chaoyi Huang', 'Zhiyuan Cai', 'Eran Gampel', 'Zhipeng Huang', 'HUAWEI CASCADE CI']",networking-tricircle core plugin and security group networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: Ic63e7a3d0a1b171d43aff535b65c949e9e51ff4f,networking tricircle core plugin security group networking tricircle core plugin security group initial implementation include option use well use core plugin control process change id,1
